Stuart Ramsay witnesses a Taliban�,Sno.,Author_ID,ID,Text,Like Count,Reply Count,Retweet Count,NewFinal,Comments
1088,322,64483444,1.41E+18,Taliban Enter Key Cities in Afghanistan’s North After Swift Offensive https://t.co/hCgChdp6yV,3,1,2,I,
1089,326,1.37E+18,1.41E+18,"Taliban take key Afghan district, adding to string of wins – Times of India -India News Cart https://t.co/cXwLMQfTRn",0,1,0,I,
,,,,,,,,,
,,,,,,,,,
1092,343,479420300,1.40E+18,"During the last 1 month the following Districts of provinces came under the Taliban  control:
1, Charkh District, Logar
2, Mandol District, Norestan Province
3, Do Aab District, Norestan
4, Dawlat Shah District, Laghman
5, Boorka District, Baghlan
6, Morghab District, Badghis",27,5,12,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1098,363,1.35E+18,1.41E+18,"The new assessment, which differs starkly from previous positive analysis, comes after the Taliban made battlefield gains in #Afghanistan, including the seizure of a key district in northern Kunduz province this week. https://t.co/igsDZeKQ7h",0,2,0,I,
1099,366,481506036,1.41E+18,"27 #Taliban insurgents including 2 of their prominent commanders and 11 Pakistani terrorists were killed &amp; 12 others were wounded in operations conducted by #ANDSF with support from #AAF in Aryob Zazi district of #Paktia, yesterday, @MoDAfghanistan said. https://t.co/KJ5A69nnDU",13,2,4,I,
1100,367,1.39E+18,1.41E+18,"1/2 Thanks to all who took the time to meet in Islamabad and Rawalpindi to discuss the #AfghanPeaceProcess. Officials, think-tanks, journalists and Ambassadors from Afghanistan, Australia, Canada, China, India, Iran, Russia, Tajikistan, UK, USA and Uzbekistan.",21,1,2,I,Is it relevant? If yes then E.
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1109,396,117767974,1.40E+18,Protest against Abdullah Abdullah in Parwan after a guard of Abdullah's advisor allegedly killed a civilian. Abdullah's posters also torched by angry locals. #Afghanistan https://t.co/blQL50VSQn,13,1,5,I,Should we consider it as relevant?
1110,397,1.25E+18,1.40E+18,"Sources from #Nangarhar Province recently posted an unauthenticated #ISKP warning letter to the #Taliban on social media.
The letter is dated 30th of Ramadan (12 May)&amp; calling on the Taliban in Nangarhar Province to surrender to the ISKP, else, they would be killed by the group. https://t.co/7klPa1P4hk",9,2,6,I,do we consider it as relevant?
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1133,54,386137123,1.42E+18,"'No smoking, no shaving': Taliban restore old rules in newly seized Afghan territory
They say they'll protect human rights but according to “Islamic values” that are interpreted differently across the Muslim world. https://t.co/iABN6SKSJH",24,1,7,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1143,98,342034927,1.41E+18,"More than 300 Taliban terrorists killed in clashes with the Afghan Armed Forces over the past 24 hours.

Scores were killed in air strikes since the Afghan Air Force has intensified aerial offensive against the Taliban.

The Taliban, of course, have denied any casualties.",1007,20,140,I,
1144,102,205712608,1.41E+18,"""Sources said Saturday that the control of 13 districts – 11 districts in northeastern Afghanistan, one in the east and one in the south – have fallen to the Taliban in the last 24 hours, the highest number of areas falling to the group in a day.""  
https://t.co/xoYPnPhs1Z",25,3,11,I,
1145,105,112888383,1.41E+18,"US Military Vehicles Falling Into Taliban Hands at Alarming Rate, Report Finds: https://t.co/poWYNxEoRM via @SputnikInt",6,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1150,137,8.15E+17,1.42E+18,"Afghan Taliban shot down a helicopter of mercenary #AfghanArmy at Lashkar Gah Square of District Nad e Ali, Helmand province. #Taliban spokesperson Zabihullah Mujahid said.  #KabulRegimeCrimes https://t.co/Q0QTw7veYm",40,3,15,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1155,147,1.37E+18,1.42E+18,"LIVE:

Taliban has once again attacked the Salma Dam in Herat district of Afghanistan qwhich has been jointly built by Bharat - Afghanistan.",34,1,10,I,
1156,148,9.43E+17,1.42E+18,Sources claimed that atleast 430 Talib insurgents has been killed in Kandahar and Takhar provinces. According to reports this is the highest casualty number of Taliban in one day that they have suffered during face to face war with the #ANDSF in the past 4 months. https://t.co/GBWN5nivMj,7,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1163,180,2838333676,1.42E+18,Afghanistan crisis: Britain told to evacuate embassy staff in Kabul amid Taliban advance https://t.co/5WyUelquGT,13,2,9,I,
1164,188,168259012,1.42E+18,"Protests Held in Kabul Over Alikhil Kidnapping
#Afghanistan https://t.co/d9NiFoVu2k https://t.co/ykvqqHdexf",21,3,4,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1170,202,237985044,1.42E+18,"White House issues Statement of Policy on @RepJasonCrow's ALLIES Act, backs the effort to raise the visa cap for Afghan interpreters, contractors and security personnel who worked with U.S. forces in Afghanistan. House is slated to take up the bill this week. https://t.co/vBTpTGgGtE",0,1,0,I,
,,,,,,,,,
,,,,,,,,,
1173,210,8.61E+17,1.42E+18,U.S. calls on Taliban to end violence as group makes gains across Afghanistan https://t.co/CAwoqMOnIc,0,1,0,I,
,,,,,,,,,
,,,,,,,,,
1176,219,1.39E+18,1.42E+18,#Taliban has reached to borders. White flag with Kalma Sahrif representing #Taliban was hoisted at Spin Bokdak Chaman border crossing. https://t.co/YowZmiEgfX,48,1,3,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1188,263,481506036,1.41E+18,"1,177 Taliban Insurgents Killed In 174 Operations: Shinwari
#Afghanistan #Taliban 
Read more: https://t.co/AMgGtJClbu",16,1,10,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1193,294,36327407,1.42E+18,"The United States will continue air strikes in support of Afghan forces fighting the #Taliban, a top US general said, as the insurgents press on with offensives across the country

https://t.co/QQCEnnLTyv",22,1,1,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1197,301,20583993,1.41E+18,"#Breaking

All American and Nato troops have left Bagram air base in Afghanistan, a US defence official says

Story developing... https://t.co/nmPuYTNGnq",17,1,1,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1211,350,56960258,1.42E+18,"The Taliban have offered a three-month ceasefire in exchange for the release of 7,000 insurgent prisoners, an Afghan government negotiator said Thursday, as the militant group continues a sweeping offensive across the country.

https://t.co/tPY03RMLGB | #VisionUpdates",17,1,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1222,384,2326532184,1.41E+18,"Biden announces US military mission in Afghanistan will end Aug 31 | #Afghanistan #Taliban #JoeBiden #USTroopWithdrawal #ArianaNews 

https://t.co/qmd3tOJknw https://t.co/2D5uJxBa9b",8,4,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1232,417,1.25E+18,1.41E+18,"NEW - China prepares to move into Afghanistan with $62 billion ‘Belt and Road’ initiative as American troops leave

https://t.co/SK85NJB3K6",104,16,70,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1239,432,168259012,1.41E+18,"At least 283 civilians were killed and 2,596 were wounded in the ongoing conflict in the past month, the Ministry of Public Health reported. #Afghanistan",22,1,8,I,
1240,433,15363308,1.41E+18,PHOTOS: US troops left behind everything from energy drinks to armored vehicles when they abandoned a key base in Afghanistan in the dead of night https://t.co/7lXenyBZiu via @businessinsider,0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1250,463,9229672,1.41E+18,"BREAKING: The top US commander in Afghanistan relinquishes his command, prepares to depart, as America's `forever war' nears end. https://t.co/2kmF82obho",10,2,7,I,
,,,,,,,,,
,,,,,,,,,
1253,466,78899555,1.41E+18,"3 Taliban terrorists were killed in an airstrike conducted by AAF in Alingar district of Laghman province, today....Video released by afganistan forces https://t.co/mNOBw97faH",21,1,2,I,
,,,,,,,,,
1255,469,174618314,1.41E+18,Military Withdrawal From Afghanistan Essentially Complete As Top US General In Region Steps Down https://t.co/p8OaW4WWK0 via @dailycaller,5,1,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1268,510,232809402,1.41E+18,"|warning|️|rotating light|

#India decides to temporarily close its consulate in #Kandahar, sending a special Indian Air Force flight to evacuate about 50 diplomats and security personnel of the Indo-Tibetan Border Police (ITBP) back to Delhi.

#Afghanistan 

 https://t.co/Zvn3pThGyP",17,2,2,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1272,520,8.41E+17,1.42E+18,"#𝘽𝙍𝙀𝘼𝙆𝙄𝙉𝙂
|zap|#China hosts #Taliban delegation led by Mullah Baradar.

The visitors held talks with Chinese Foreign Minister Wang Yi on peace efforts in #Afghanistan and bilateral matters, per Taliban sources.
@XHNews @PDChina @ChinaEmbKabul
 https://t.co/XMuXUfyVku",24,3,9,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1279,567,756796452,1.42E+18,"Pakistan has already ruled out taking any more refugees due to the ongoing refugee crisis at the Afghan border, the ANI reports referring to The Express Tribune.

 https://t.co/0epkKPm7PS",1,2,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1283,582,3108351,1.42E+18,Secretary of State Antony Blinken is visiting India this week as the Biden administration seeks to reassure a key Asian partner over the military withdrawal from Afghanistan and works to tighten security ties amid concern about Chinese influence https://t.co/bq5z7ILyOc,49,12,19,I,
,,,,,,,,,
1285,588,1.32E+18,1.42E+18,"#Taliban maintain deep ties with #alqaeda , #Jaish-e-Mohanmad and #Lashkar-e-Taiba, and they want to turn #Afghanistan into safe haven for #terrorists, President #Ghani says speaking at headquarters of Special Operations Corps. https://t.co/hIHO8gdfRb",0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1291,607,59825777,1.42E+18,Taliban attack on Herat’s Salma Dam foiled https://t.co/OBYJLLYctb,11,1,5,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1299,622,1652541,1.42E+18,President Joe Biden authorized up to $100 million from an emergency fund to meet ‘unexpected urgent’ refugee needs arising in Afghanistan as U.S. forces leave the country https://t.co/dTHX5XzBe9 https://t.co/NRqSf7n6xu,153,30,41,I,
,,,,,,,,,
,,,,,,,,,
1302,631,1.18E+18,1.42E+18,"07/26/21 #Afghanistan #Taliban @DOD @Centcom @thejointstaff: Afghan Interior Minister informed the arrests were made during an Afghan peace forces operation in PD5 of Kabul city. The main organizer pf the rockets attack to the Presidential Palace last Tuesday, was named...(1/3)",0,1,0,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1310,657,93240161,1.41E+18,"In past 2 weeks, Taliban have taken over areas which border with 5 countries - The Shirkhan Bandar crossing in Kunduz with Tajikistan, Moaqor district in Badghis with Turkemanistan, Qila Islam in Herat with Iran, Ghaghci in Kunar with Pakistan, Wakhan in Badas=kshan with China",117,3,27,I,
,,,,,,,,,
,,,,,,,,,
1313,668,52727059,1.41E+18,"President Joe Biden says the U.S. military operation in Afghanistan will end on Aug. 31, delivering an impassioned argument for exiting the nearly 20-year war without sacrificing more American lives. https://t.co/eohRrHWjjq",1,1,0,I,
1314,670,14437914,1.41E+18,A delegation of the Taliban visited Moscow on Thursday to offer assurances that their quick gains on the ground in Afghanistan do not threaten Russia or its allies in Central Asia. https://t.co/VhvDDMWLKn,12,4,10,I,
1315,676,162171805,1.41E+18,"#AFG “ Tonight, Taliban launched large scale attack against the city of Qalay Naw, the capital of Badghis province. TB launched attack from 3 directions. On going fighting between ANDSF and Taliban.” Residents, a tribal elder and a government official in Qalay Naw city tells me.",100,2,29,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1320,698,8.47E+17,1.41E+18,"Taliban blow apart 2,000 years of Buddhist history https://t.co/YdYJ7ZfcWK  INTERESTING: Religious or Secular destruction of a people's history?",0,1,0,I,
,,,,,,,,,
,,,,,,,,,
1323,706,134758540,1.41E+18,Taliban warn of 'consequences' if Turkey runs Kabul airport https://t.co/RGlPzydYz5,36,2,6,I,
1324,707,168259012,1.41E+18,"Four Killed, Five Wounded in Kabul Blast
#Afghanistan https://t.co/96ASVjkDO6 https://t.co/9ruVUSVHJO",25,1,5,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1328,721,244571847,1.41E+18,"Full Afghan Taliban statement on Turkey's plan to run Kabul airport after Western pullout. 

""We consider stay of foreign forces in our homeland by any country (...) as occupation and invaders will be dealt with on basis of fatwa under which the past 20 yr jihad has been waged."" https://t.co/jsNNh7TFTC",8,1,12,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1334,736,7.65E+17,1.42E+18,"Afghanistan: #Taliban has asked all Imams and Mullahs of Captured Areas to Provide list of Unmarried Girls above 15yrs and Widows Below 45yrs in their areas
@MeghUpdates",26,3,14,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1352,806,1957610664,1.42E+18,"#Turkey |flag for Turkey| and #Italy |flag for Italy| held talks last week on #Afghanistan |flag for Afghanistan| 

Turkey is using its security provider aspirations in Afghanistan as a potential bridge to the EU.",40,2,9,I,They have not mentioned about what they are talking in their meet
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1364,862,1.33E+18,1.42E+18,"For People who Strengthen Brotherhood by Offering Others to have Namaz in Gurudwara :

Sikh and Hindu Organizations of Afghanistan have Appealed to the Indian Government to Save them before they are Finished❗️

Taliban in Afghanistan is Selectively Targeting Sikhs &amp; Hindus‼️",48,3,17,I,
1365,863,162171805,1.42E+18,"#AFG According to officials in Herat , “Islam Qala, custom, around half a billion Afghanis taken out by the Taliban from a bank.” @Zabehulah_M33 https://t.co/PhwHqVdchJ",147,22,58,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1371,3,9.58E+17,1.42E+18,"60 #terrorist Taliban were killed and 11 others were wounded during #ANDSF operations in outskirts of #Zabul provincial capital last night. Also, a large amount of their weapons were destroyed and 40 of their motorcycles were seized as a result of the operation. https://t.co/sEl69QcqZL",542,32,75,I,
1372,4,1.03E+18,1.42E+18,"Video from the Frontline of war
Taliban attack the Saripul capital city https://t.co/KfDEU0a3a6",100,6,22,I,
,,,,,,,,,
1374,8,418575513,1.42E+18,"#Nangarhar gov @ZiaulhaqAmarkhi says,” #Taliban destroyed 3 culverts at Fatehabad area of the #Surkhrood district last night that disrupted access to Khogyani, Sherzad and Hesarak districts.”
#AfghanPeaceProcess https://t.co/KEh7KgttUh",15,2,4,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1380,33,46090688,1.42E+18,"1/2 #Afghanistan : The aim of this Urgent Actions Protocol, proposed by @rsf_inter is to structure, concentrate and accelerate assistance to journalists and media outlets in an even-handed and generalised manner. 
#protect_journalists 🇦🇫
https://t.co/yWdDetvzF4",3,2,3,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1406,129,423750178,1.43E+18,"The Taliban launched a multi-pronged assault early Saturday on Mazar-e-Sharif, a major city in northern Afghanistan defended by powerful former warlords, according to AP.",2,1,3,I,
,,,,,,,,,
,,,,,,,,,
1409,138,3360178239,1.43E+18,"Mind Boggling amount of american assault rifle, Bretta M9 and other modern weapons like sniper rifle with night scopes seized by Taliban from surrendering Afghan Forces in Herat 
https://t.co/JsAp1QFkwI",30,4,9,I,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1415,160,1871258388,1.43E+18,#BREAKING: Australian military to evacuate hundreds from Afghanistan as Taliban heads toward assault on Kabul https://t.co/fnRY6KwvxM,10,2,1,I,
,,,,,,,,,
1417,165,3778429406,1.43E+18,#BREAKING: As the roads are unsafe &amp; road travel between Mazar-i-Sharif &amp; #Kabul can be dangerous due to #Taliban presence. Two Airbus A340-313 passenger aircraft of #KamAir are in use by civilians to travel between these two cities now! https://t.co/qMehStNnVE,22,1,3,I,
